【快递/小包.xlsx】,,,,,,,,,,,,,,,,,
工作号,发货仓库,公司名,货量,创建时间,取件日期(E),派送日期(E),包装件数,重量,体积,材积,货物品名,业务员,签收方式,签出/出仓时间,销售额,货值,CTN/MAWB#
KD23102378377,NJ9,Kyle Brooks,X0033KT27R X 1; 5.200KGS 0.108262CBM,2023-10-10 22:59:46,2023-10-11 23:00:00,2023-10-11 23:00:00,1.00,5.20,0.1083,18.044, 2039球车包灰,客服2 ,,2023-10-11 05:52:03,,USD189.99,
KD23102378376,NJ9,Teresa Cantu,X0033KT27R X 1; 5.200KGS 0.108262CBM,2023-10-10 22:59:44,2023-10-11 23:00:00,2023-10-13 23:00:00,1.00,5.20,0.1083,18.044, 2039球车包灰,客服2 ,,2023-10-11 05:52:07,,USD189.99,
KD23102378375,NJ9,Brian Hancock,X0033KT27R X 1; 5.200KGS 0.108262CBM,2023-10-10 22:59:42,2023-10-11 23:00:00,2023-10-12 23:00:00,1.00,5.20,0.1083,18.044, 2039球车包灰,客服2 ,,2023-10-11 05:52:01,,USD189.99,
KD23102378374,NJ9,Pamela Ann Kurth,X0033KT27R X 1; 5.200KGS 0.108262CBM,2023-10-10 22:59:39,2023-10-11 23:00:00,2023-10-12 23:00:00,1.00,5.20,0.1083,18.044, 2039球车包灰,客服2 ,,2023-10-11 05:52:08,,USD189.99,
KD23102378373,NJ9,Brittney Taggart,X0033KT27R X 1; 5.200KGS 0.108262CBM,2023-10-10 22:59:37,2023-10-11 23:00:00,2023-10-16 23:00:00,1.00,5.20,0.1083,18.044, 2039球车包灰,客服2 ,,2023-10-11 05:52:13,,USD189.99,
KD23102378372,NJ9,Bradon Downing,X0033KT27R X 1; 5.200KGS 0.108262CBM,2023-10-10 22:59:33,2023-10-11 23:00:00,2023-10-12 23:00:00,1.00,5.20,0.1083,18.044, 2039球车包灰,客服2 ,,2023-10-11 05:52:04,,USD189.99,
KD23102378371,NJ9,Garrett Schomburg,X0033KT27R X 1; 5.200KGS 0.108262CBM,2023-10-10 22:59:30,2023-10-11 23:00:00,2023-10-15 23:00:00,1.00,5.20,0.1083,18.044, 2039球车包灰,客服2 ,,2023-10-11 05:52:03,,USD189.99,
KD23102378370,NJ9,Tyler Kinney,X0033KT27R X 1; 5.200KGS 0.108262CBM,2023-10-10 22:59:27,2023-10-11 23:00:00,2023-10-13 23:00:00,1.00,5.20,0.1083,18.044, 2039球车包灰,客服2 ,,2023-10-11 05:52:01,,USD189.99,
KD23102378369,NJ9,Lindsey Pallen,X0033KT27R X 1; 5.200KGS 0.108262CBM,2023-10-10 22:59:23,2023-10-11 23:00:00,2023-10-16 23:00:00,1.00,5.20,0.1083,18.044, 2039球车包灰,客服2 ,,2023-10-11 05:52:02,,USD189.99,
KD23102378368,NJ9,Stephen Steele,X0033KT27R X 1; 5.200KGS 0.108262CBM,2023-10-10 22:59:21,2023-10-11 23:00:00,2023-10-12 23:00:00,1.00,5.20,0.1083,18.044, 2039球车包灰,客服2 ,,2023-10-11 05:52:07,,USD189.99,
KD23102378367,NJ9,Scott Gilbert,X0033KT27R X 1; 5.200KGS 0.108262CBM,2023-10-10 22:59:16,2023-10-11 23:00:00,2023-10-12 23:00:00,1.00,5.20,0.1083,18.044, 2039球车包灰,客服2 ,,2023-10-11 05:52:07,,USD189.99,
KD23102378366,NJ9,Lisa H. Tuttle,X0033KT27R X 1; 5.200KGS 0.108262CBM,2023-10-10 22:59:13,2023-10-11 23:00:00,2023-10-12 23:00:00,1.00,5.20,0.1083,18.044, 2039球车包灰,客服2 ,,2023-10-11 05:52:08,,USD189.99,
KD23102378365,NJ9,WILLIAM D WHARTON,X0033KT27R X 1; 5.200KGS 0.108262CBM,2023-10-10 22:59:09,2023-10-11 23:00:00,2023-10-11 23:00:00,1.00,5.20,0.1083,18.044, 2039球车包灰,客服2 ,,2023-10-11 05:52:09,,USD189.99,
KD23102378364,NJ9,Ryan Rowley,X0033KT27R X 1; 5.200KGS 0.108262CBM,2023-10-10 22:59:06,2023-10-11 23:00:00,2023-10-12 23:00:00,1.00,5.20,0.1083,18.044, 2039球车包灰,客服2 ,,2023-10-11 05:52:06,,USD189.99,
KD23102378363,NJ9,Sabrina Beard,X0033KT27R X 1; 5.200KGS 0.108262CBM,2023-10-10 22:59:02,2023-10-11 23:00:00,2023-10-16 23:00:00,1.00,5.20,0.1083,18.044, 2039球车包灰,客服2 ,,2023-10-11 05:52:07,,USD189.99,
KD23102378362,NJ9,Brendon S MacMahon,X0033KT27R X 1; 5.200KGS 0.108262CBM,2023-10-10 22:58:57,2023-10-11 23:00:00,2023-10-12 23:00:00,1.00,5.20,0.1083,18.044, 2039球车包灰,客服2 ,,2023-10-11 05:52:09,,USD189.99,
KD23102378361,NJ9,Lars D. Omlid,X0033KT27R X 1; 5.200KGS 0.108262CBM,2023-10-10 22:58:54,2023-10-11 23:00:00,2023-10-12 23:00:00,1.00,5.20,0.1083,18.044, 2039球车包灰,客服2 ,,2023-10-11 05:52:05,,USD189.99,
KD23102378360,NJ9,Vanessa Keil,X0033KT27R X 1; 5.200KGS 0.108262CBM,2023-10-10 22:58:51,2023-10-11 23:00:00,2023-10-12 23:00:00,1.00,5.20,0.1083,18.044, 2039球车包灰,客服2 ,,2023-10-11 05:52:07,,USD189.99,
KD23102378359,NJ9,Darrell Johanneman,X0033KT27R X 1; 5.200KGS 0.108262CBM,2023-10-10 22:58:45,2023-10-11 23:00:00,2023-10-12 23:00:00,1.00,5.20,0.1083,18.044, 2039球车包灰,客服2 ,,2023-10-11 05:52:07,,USD189.99,
KD23102378358,NJ9,Kari L Rumple,X0033KT27R X 1; 5.200KGS 0.108262CBM,2023-10-10 22:58:41,2023-10-11 23:00:00,2023-10-12 23:00:00,1.00,5.20,0.1083,18.044, 2039球车包灰,客服2 ,,2023-10-11 05:52:09,,USD189.99,
KD23102378357,NJ9,Brian and Kim Kubiak,X0033KT27R X 1; 5.200KGS 0.108262CBM,2023-10-10 22:58:39,2023-10-11 23:00:00,2023-10-12 23:00:00,1.00,5.20,0.1083,18.044, 2039球车包灰,客服2 ,,2023-10-11 05:52:06,,USD189.99,
KD23102378356,NJ9,Adam Stevens,X0033KT27R X 1; 5.200KGS 0.108262CBM,2023-10-10 22:58:35,2023-10-11 23:00:00,2023-10-12 23:00:00,1.00,5.20,0.1083,18.044, 2039球车包灰,客服2 ,,2023-10-11 05:52:12,,USD189.99,
KD23102378355,NJ9,Mark Harding,X0033KT27R X 1; 5.200KGS 0.108262CBM,2023-10-10 22:58:33,2023-10-11 23:00:00,2023-10-15 23:00:00,1.00,5.20,0.1083,18.044, 2039球车包灰,客服2 ,,2023-10-11 05:52:04,,USD189.99,
KD23102378354,WNT485,Barbara McOmber,X0033KT27R X 1; 5.200KGS 0.108262CBM,2023-10-10 22:58:30,2023-10-11 23:00:00,2023-10-12 23:00:00,1.00,5.20,0.1083,18.044, 2039球车包灰,客服2 ,,2023-10-11 10:22:13,,USD189.99,
KD23102378353,WNT485,Anita Cox,X0033KVSZV X 1; 5.200KGS 0.108262CBM,2023-10-10 22:58:26,2023-10-11 23:00:00,2023-10-16 23:00:00,1.00,5.20,0.1083,18.044, 2039球车包蓝,客服2 ,,2023-10-11 10:34:03,,USD189.99,
KD23102378352,WNT485,Sue Gillis,X0033KVSZV X 1; 5.200KGS 0.108262CBM,2023-10-10 22:58:21,2023-10-11 23:00:00,2023-10-16 23:00:00,1.00,5.20,0.1083,18.044, 2039球车包蓝,客服2 ,,2023-10-11 10:34:03,,USD189.99,
KD23102378351,WNT485,William Cole,X0033KVSZV X 1; 5.200KGS 0.108262CBM,2023-10-10 22:58:15,2023-10-11 23:00:00,2023-10-17 23:00:00,1.00,5.20,0.1083,18.044, 2039球车包蓝,客服2 ,,2023-10-11 10:34:03,,USD189.99,
KD23102378350,WNT485,Jerry Cubine,X0033KVSZV X 1; 5.200KGS 0.108262CBM,2023-10-10 22:58:11,2023-10-11 23:00:00,2023-10-13 23:00:00,1.00,5.20,0.1083,18.044, 2039球车包蓝,客服2 ,,2023-10-11 10:30:44,,USD189.99,
KD23102378349,WNT485,Mark J. Harrison,X0033KR73X X 1; 5.200KGS 0.108262CBM,2023-10-10 22:58:09,2023-10-11 23:00:00,2023-10-18 23:00:00,1.00,5.20,0.1083,18.044, 2039球车包白,客服2 ,,2023-10-11 10:01:04,,USD189.99,
KD23102378348,WNT485,Jeffrey Ohrn,X0033KR73X X 1; 5.200KGS 0.108262CBM,2023-10-10 22:58:06,2023-10-11 23:00:00,2023-10-13 23:00:00,1.00,5.20,0.1083,18.044, 2039球车包白,客服2 ,,2023-10-11 09:53:58,,USD189.99,
KD23102378347,WNT485,Lisa L Newton,X0033KR73X X 1; 5.200KGS 0.108262CBM,2023-10-10 22:58:03,2023-10-11 23:00:00,2023-10-16 23:00:00,1.00,5.20,0.1083,18.044, 2039球车包白,客服2 ,,2023-10-11 10:01:04,,USD189.99,
KD23102378346,WNT485,John Tooker,X0033KR73X X 1; 5.200KGS 0.108262CBM,2023-10-10 22:58:01,2023-10-11 23:00:00,2023-10-18 23:00:00,1.00,5.20,0.1083,18.044, 2039球车包白,客服2 ,,2023-10-11 09:53:58,,USD189.99,
KD23102378345,WNT485,Jennifer Prichard,X0033KVSZV X 1; 5.200KGS 0.108262CBM,2023-10-10 22:57:57,2023-10-11 23:00:00,2023-10-16 23:00:00,1.00,5.20,0.1083,18.044, 2039球车包蓝,客服2 ,,2023-10-11 10:30:44,,USD189.99,
KD23102378344,WNT485,D'Lorean Sue,X0033KT27R X 1; 5.200KGS 0.108262CBM,2023-10-10 22:57:54,2023-10-11 23:00:00,2023-10-11 23:00:00,1.00,5.20,0.1083,18.044, 2039球车包灰,客服2 ,,2023-10-11 10:22:13,,USD189.99,
KD23102378343,WNT485,Steve Baker,X0033KT27R X 1; 5.200KGS 0.108262CBM,2023-10-10 22:57:50,2023-10-11 23:00:00,2023-10-16 23:00:00,1.00,5.20,0.1083,18.044, 2039球车包灰,客服2 ,,2023-10-11 10:22:13,,USD189.99,
KD23102378342,WNT485,"John Nash, Jr.",X0033KVSZV X 1; 5.200KGS 0.108262CBM,2023-10-10 22:57:47,2023-10-11 23:00:00,2023-10-16 23:00:00,1.00,5.20,0.1083,18.044, 2039球车包蓝,客服2 ,,2023-10-11 10:34:03,,USD189.99,
KD23102378341,WNT485,Sammy RinconesPOcustomer gift,X0033KT27R X 1; 5.200KGS 0.108262CBM,2023-10-10 22:57:44,2023-10-11 23:00:00,2023-10-12 23:00:00,1.00,5.20,0.1083,18.044, 2039球车包灰,客服2 ,,2023-10-11 10:22:13,,USD189.99,
KD23102378340,WNT485,Richard O Mckenna,X0033KR73X X 1; 5.200KGS 0.108262CBM,2023-10-10 22:57:40,2023-10-11 23:00:00,2023-10-16 23:00:00,1.00,5.20,0.1083,18.044, 2039球车包白,客服2 ,,2023-10-11 09:53:58,,USD189.99,
KD23102378339,WNT485,Susie Lawler,X0033KVSZV X 1; 5.200KGS 0.108262CBM,2023-10-10 22:57:37,2023-10-11 23:00:00,2023-10-16 23:00:00,1.00,5.20,0.1083,18.044, 2039球车包蓝,客服2 ,,2023-10-11 10:30:44,,USD189.99,
KD23102378338,WNT485,Kathy Merrell,X0033KVSZV X 1; 5.200KGS 0.108262CBM,2023-10-10 22:57:34,2023-10-11 23:00:00,2023-10-16 23:00:00,1.00,5.20,0.1083,18.044, 2039球车包蓝,客服2 ,,2023-10-11 10:30:44,,USD189.99,
KD23102378337,WNT485,Lynsie Griffith,X0033KVSZV X 1; 5.200KGS 0.108262CBM,2023-10-10 22:57:28,2023-10-11 23:00:00,2023-10-15 23:00:00,1.00,5.20,0.1083,18.044, 2039球车包蓝,客服2 ,,2023-10-11 10:30:44,,USD189.99,
KD23102378336,WNT485,Debra A. Sprang,X0033KR73X X 1; 5.200KGS 0.108262CBM,2023-10-10 22:57:24,2023-10-11 23:00:00,2023-10-16 23:00:00,1.00,5.20,0.1083,18.044, 2039球车包白,客服2 ,,2023-10-11 09:53:58,,USD189.99,
KD23102378335,WNT485,paul Spacek,X0033KR73X X 1; 5.200KGS 0.108262CBM,2023-10-10 22:57:21,2023-10-11 23:00:00,2023-10-12 23:00:00,1.00,5.20,0.1083,18.044, 2039球车包白,客服2 ,,2023-10-11 09:53:58,,USD189.99,
KD23102378334,WNT485,Elizabeth Turner,X0033KVSZV X 1; 5.200KGS 0.108262CBM,2023-10-10 22:57:16,2023-10-11 23:00:00,2023-10-16 23:00:00,1.00,5.20,0.1083,18.044, 2039球车包蓝,客服2 ,,2023-10-11 10:30:44,,USD189.99,
KD23102378333,WNT485,Dianna Aja,X0033KR73X X 1; 5.200KGS 0.108262CBM,2023-10-10 22:57:13,2023-10-11 23:00:00,2023-10-13 23:00:00,1.00,5.20,0.1083,18.044, 2039球车包白,客服2 ,,2023-10-11 09:53:58,,USD189.99,
KD23102378332,WNT485,Russ martinez,X0033KT27R X 1; 5.200KGS 0.108262CBM,2023-10-10 22:57:10,2023-10-11 23:00:00,2023-10-12 23:00:00,1.00,5.20,0.1083,18.044, 2039球车包灰,客服2 ,,2023-10-11 10:22:13,,USD189.99,
KD23102378331,WNT485,George Jajonie,X0033KVSZV X 1; 5.200KGS 0.108262CBM,2023-10-10 22:57:07,2023-10-11 23:00:00,2023-10-17 23:00:00,1.00,5.20,0.1083,18.044, 2039球车包蓝,客服2 ,,2023-10-11 10:30:44,,USD189.99,
KD23102378330,WNT485,Francine Caldora,X0033KVSZV X 1; 5.200KGS 0.108262CBM,2023-10-10 22:57:04,2023-10-11 23:00:00,2023-10-18 23:00:00,1.00,5.20,0.1083,18.044, 2039球车包蓝,客服2 ,,2023-10-11 10:30:44,,USD189.99,
KD23102378329,WNT485,Terry L. Epps,X0033KT27R X 1; 5.200KGS 0.108262CBM,2023-10-10 22:57:02,2023-10-11 23:00:00,2023-10-12 23:00:00,1.00,5.20,0.1083,18.044, 2039球车包灰,客服2 ,,2023-10-11 10:22:13,,USD189.99,
KD23102378328,WNT485,Joel Block,X0033KR73X X 1; 5.200KGS 0.108262CBM,2023-10-10 22:56:59,2023-10-11 23:00:00,2023-10-16 23:00:00,1.00,5.20,0.1083,18.044, 2039球车包白,客服2 ,,2023-10-11 09:53:58,,USD189.99,
KD23102378327,WNT485,Stacy Layne,X0033KR73X X 1; 5.200KGS 0.108262CBM,2023-10-10 22:56:56,2023-10-11 23:00:00,2023-10-16 23:00:00,1.00,5.20,0.1083,18.044, 2039球车包白,客服2 ,,2023-10-11 09:53:58,,USD189.99,
KD23102378326,WNT485,Rosemarie Vecchiolla,X0033KVSZV X 1; 5.200KGS 0.108262CBM,2023-10-10 22:56:53,2023-10-11 23:00:00,2023-10-16 23:00:00,1.00,5.20,0.1083,18.044, 2039球车包蓝,客服2 ,,2023-10-11 10:30:44,,USD189.99,
KD23102378325,WNT485,Dennis Zirkelbach,X0033KR73X X 1; 5.200KGS 0.108262CBM,2023-10-10 22:56:50,2023-10-11 23:00:00,2023-10-16 23:00:00,1.00,5.20,0.1083,18.044, 2039球车包白,客服2 ,,2023-10-11 09:53:58,,USD189.99,
KD23102378324,WNT485,STEVEN V. HARDING,X0033KT27R X 1; 5.200KGS 0.108262CBM,2023-10-10 22:56:48,2023-10-11 23:00:00,2023-10-15 23:00:00,1.00,5.20,0.1083,18.044, 2039球车包灰,客服2 ,,2023-10-11 10:22:13,,USD189.99,
KD23102378323,WNT485,Parviz Dousti,X0033KVSZV X 1; 5.200KGS 0.108262CBM,2023-10-10 22:56:45,2023-10-11 23:00:00,2023-10-11 23:00:00,1.00,5.20,0.1083,18.044, 2039球车包蓝,客服2 ,,2023-10-11 10:30:44,,USD189.99,
KD23102378322,WNT485,ROY SOLDAN,X0033KT27R X 1; 5.200KGS 0.108262CBM,2023-10-10 22:56:43,2023-10-11 23:00:00,2023-10-11 23:00:00,1.00,5.20,0.1083,18.044, 2039球车包灰,客服2 ,,2023-10-11 10:22:13,,USD189.99,
KD23102378321,WNT485,Nick Rexroat,X0033KVSZV X 1; 5.200KGS 0.108262CBM,2023-10-10 22:56:41,2023-10-11 23:00:00,2023-10-16 23:00:00,1.00,5.20,0.1083,18.044, 2039球车包蓝,客服2 ,,2023-10-11 10:30:44,,USD189.99,
KD23102378320,WNT485,Thomas D. Smith,X0033KT27R X 1; 5.200KGS 0.108262CBM,2023-10-10 22:56:38,2023-10-11 23:00:00,2023-10-13 23:00:00,1.00,5.20,0.1083,18.044, 2039球车包灰,客服2 ,,2023-10-11 10:22:13,,USD189.99,
KD23102378319,WNT485,Cristina luna,X0033KVSZV X 1; 5.200KGS 0.108262CBM,2023-10-10 22:56:35,2023-10-11 23:00:00,2023-10-16 23:00:00,1.00,5.20,0.1083,18.044, 2039球车包蓝,客服2 ,,2023-10-11 10:30:44,,USD189.99,
KD23102378318,WNT485,Lisa Wease,X0033KR73X X 1; 5.200KGS 0.108262CBM,2023-10-10 22:56:33,2023-10-11 23:00:00,2023-10-15 23:00:00,1.00,5.20,0.1083,18.044, 2039球车包白,客服2 ,,2023-10-11 09:53:58,,USD189.99,
KD23102378317,WNT485,Steven,X0033KT27R X 1; 5.200KGS 0.108262CBM,2023-10-10 22:56:30,2023-10-11 23:00:00,2023-10-11 23:00:00,1.00,5.20,0.1083,18.044, 2039球车包灰,客服2 ,,2023-10-11 10:22:13,,USD189.99,
KD23102378316,WNT485,Tom Langemeier,X0033KVSZV X 1; 5.200KGS 0.108262CBM,2023-10-10 22:56:28,2023-10-11 23:00:00,2023-10-17 23:00:00,1.00,5.20,0.1083,18.044, 2039球车包蓝,客服2 ,,2023-10-11 10:30:44,,USD189.99,
KD23102378315,WNT485,Hui Chong,X0033KT27R X 1; 5.200KGS 0.108262CBM,2023-10-10 22:56:25,2023-10-11 23:00:00,2023-10-12 23:00:00,1.00,5.20,0.1083,18.044, 2039球车包灰,客服2 ,,2023-10-11 10:22:13,,USD189.99,
KD23102378314,WNT485,Becky Sheeks,X0033KR73X X 1; 5.200KGS 0.108262CBM,2023-10-10 22:56:22,2023-10-11 23:00:00,2023-10-16 23:00:00,1.00,5.20,0.1083,18.044, 2039球车包白,客服2 ,,2023-10-11 09:53:58,,USD189.99,
KD23102378313,WNT485,Erik Smith,X0033KVSZV X 1; 5.200KGS 0.108262CBM,2023-10-10 22:56:19,2023-10-11 23:00:00,2023-10-16 23:00:00,1.00,5.20,0.1083,18.044, 2039球车包蓝,客服2 ,,2023-10-11 10:30:44,,USD189.99,
KD23102378312,WNT485,patrick duffy,X0033KVSZV X 1; 5.200KGS 0.108262CBM,2023-10-10 22:56:14,2023-10-11 23:00:00,2023-10-13 23:00:00,1.00,5.20,0.1083,18.044, 2039球车包蓝,客服2 ,,2023-10-11 10:30:44,,USD189.99,
KD23102378311,WNT485,Lisa Franchini Cooper,X0033KR73X X 1; 5.200KGS 0.108262CBM,2023-10-10 22:56:09,2023-10-11 23:00:00,2023-10-11 23:00:00,1.00,5.20,0.1083,18.044, 2039球车包白,客服2 ,,2023-10-11 09:53:58,,USD189.99,
KD23102378310,WNT485,Carrie West,X0033KVSZV X 1; 5.200KGS 0.108262CBM,2023-10-10 22:56:07,2023-10-11 23:00:00,2023-10-13 23:00:00,1.00,5.20,0.1083,18.044, 2039球车包蓝,客服2 ,,2023-10-11 10:30:44,,USD189.99,
KD23102378309,WNT485,William G. Roberts,X0033KVSZV X 1; 5.200KGS 0.108262CBM,2023-10-10 22:56:04,2023-10-11 23:00:00,2023-10-13 23:00:00,1.00,5.20,0.1083,18.044, 2039球车包蓝,客服2 ,,2023-10-11 10:30:44,,USD189.99,
KD23102378308,WNT485,Mary Rogers,X0033KR73X X 1; 5.200KGS 0.108262CBM,2023-10-10 22:56:02,2023-10-11 23:00:00,2023-10-16 23:00:00,1.00,5.20,0.1083,18.044, 2039球车包白,客服2 ,,2023-10-11 09:53:58,,USD189.99,
KD23102378307,WNT485,eric fahlborg,X0033KVSZV X 1; 5.200KGS 0.108262CBM,2023-10-10 22:56:01,2023-10-11 23:00:00,2023-10-16 23:00:00,1.00,5.20,0.1083,18.044, 2039球车包蓝,客服2 ,,2023-10-11 10:30:44,,USD189.99,
KD23102378306,NJ9,Rahsaan Young,X0033KT27R X 1; 5.200KGS 0.108262CBM,2023-10-10 22:54:46,2023-10-11 23:00:00,2023-10-13 23:00:00,1.00,5.20,0.1083,18.044, 2039球车包灰,客服2 ,,2023-10-11 08:46:51,,USD189.99,
KD23102378305,NJ9,Alice Shaffer,X0033KT27R X 1; 5.200KGS 0.108262CBM,2023-10-10 22:54:35,2023-10-11 23:00:00,2023-10-14 23:00:00,1.00,5.20,0.1083,18.044, 2039球车包灰,客服2 ,,2023-10-11 08:46:51,,USD189.99,
KD23102378304,WNT485,Jody Wales,X0033KR73X X 1; 5.200KGS 0.108262CBM,2023-10-10 22:54:32,2023-10-11 23:00:00,2023-10-16 23:00:00,1.00,5.20,0.1083,18.044, 2039球车包白,客服2 ,,2023-10-11 09:53:58,,USD189.99,
KD23102378303,WNT485,Alex Klei,X0033KR73X X 1; 5.200KGS 0.108262CBM,2023-10-10 22:54:28,2023-10-11 23:00:00,2023-10-15 23:00:00,1.00,5.20,0.1083,18.044, 2039球车包白,客服2 ,,2023-10-11 09:53:58,,USD189.99,
KD23102378302,20450,RosalesErik,X002V3JT89 X 1; 3.450KGS 0.083993CBM,2023-10-10 22:53:49,2023-10-11 23:00:00,2023-10-16 23:00:00,1.00,3.45,0.084,13.999, 2036支架包 蓝,客服2 ,,2023-10-11 10:45:26,,USD169.99,
KD23102378301,20450,RehfeldAnne,AESLC130GN X 1; 4.800KGS 0.102257CBM,2023-10-10 22:53:45,2023-10-11 23:00:00,2023-10-16 23:00:00,1.00,4.80,0.1023,17.043, 9002 球车包绿色,客服2 ,,2023-10-11 10:44:07,,USD275.99,
KD23102378300,20450,thomas marable,X003CJ7IGB X 1; 3.650KGS 0.083993CBM,2023-10-10 22:53:39,2023-10-11 23:00:00,2023-10-13 23:00:00,1.00,3.65,0.084,13.999, 2036支架包 灰红,客服2 ,,2023-10-11 10:45:26,,USD169.99,
KD23102378299,NJ9,Steve Berry,L3-64-GY X 1; 20.000KGS 0.078570CBM,2023-10-10 22:38:31,2023-10-10 23:00:00,2023-10-13 23:00:00,1.00,20.00,0.0786,20.00, 固定款青蛙椅背板3条－炭灰色,客服2 ,,2023-10-11 08:48:16,,,
KD23102378298,WNT485,"LOWE'S OF LARGO, FL",SM65BK X 1; 16.000KGS 0.087550CBM,2023-10-10 22:38:29,2023-10-10 23:00:00,2023-10-17 23:00:00,1.00,16.00,0.0876,16.00, 方形LED香蕉伞 黑色,客服2 ,,2023-10-11 08:38:46,,,
KD23102378297,WNT485,Wayfair Erlanger CAXD Conveyable,A174-SM-32-BK X 1; 16.000KGS 0.066144CBM,2023-10-10 22:38:22,2023-10-10 23:00:00,2023-10-16 23:00:00,1.00,16.00,0.0661,16.00, 中档款青蛙椅-黑色,客服2 ,,2023-10-11 08:38:46,,USD100.00,
KD23102378296,WNT485,Wayfair Erlanger CAXD Conveyable,A174-SM-32-BK X 1; 16.000KGS 0.066144CBM,2023-10-10 22:38:21,2023-10-10 23:00:00,2023-10-16 23:00:00,1.00,16.00,0.0661,16.00, 中档款青蛙椅-黑色,客服2 ,,2023-10-11 08:38:46,,,
KD23102378295,WNT485,Sonia Santos,KF-T400M-B X 1; 26.800KGS 0.279563CBM,2023-10-10 22:38:18,2023-10-10 23:00:00,2023-10-16 23:00:00,1.00,26.80,0.2796,46.594, 藤编宽扶手四件套-沙色,客服2 ,,2023-10-11 08:38:46,,,
KD23102378294,WNT485,Chad Frost,A174-SM-B7-LY X 1; 16.000KGS 0.080206CBM,2023-10-10 22:38:12,2023-10-10 23:00:00,2023-10-16 23:00:00,1.00,16.00,0.0802,16.00, 基础款青蛙椅-浅灰色,客服2 ,,2023-10-11 08:38:47,,USD100.00,
KD23102378293,WNT485,XXXXX,9792FFM044LUS X 1; 5.100KGS 0.084000CBM,2023-10-10 22:31:12,2023-10-10 23:00:00,2023-10-13 23:00:00,1.00,5.10,0.084,14.00, 脚垫,客服2 ,,2023-10-11 14:31:37,,USD45.00,
KD23102378292,WNT485,XXXXX,6055FFM001TUS X 1; 5.100KGS 0.084000CBM,2023-10-10 22:31:06,2023-10-10 23:00:00,2023-10-12 23:00:00,1.00,5.10,0.084,14.00, 脚垫,客服2 ,,2023-10-11 14:21:35,,,
KD23102378291,WNT485,XXXXX,1253FFM0048US X 1; 5.100KGS 0.084000CBM,2023-10-10 22:30:55,2023-10-10 23:00:00,2023-10-12 23:00:00,1.00,5.10,0.084,14.00, 脚垫,客服2 ,,2023-10-11 14:31:38,,USD45.00,
KD23102378290,,Cynthia Bailey,LED041LB X 1; 5KGS 0.0198CBM,2023-10-10 22:27:50,2023-10-10 23:00:00,2023-10-15 23:00:00,1.00,5.00,0.0198,5.00,,客服2 ,,2023-10-10 22:28:45,,,
KD23102378289,,Veronica Valles,JU-34K-LED X 1; 15KGS 0.0798CBM,2023-10-10 22:25:52,2023-10-10 23:00:00,2023-10-14 23:00:00,1.00,15.00,0.0798,15.00,,客服2 ,,2023-10-10 22:26:41,,,
KD23102378287,NJ9,Kristina Ussery,06PBESBF-T X 1; 14.210KGS 0.058425CBM,2023-10-10 22:24:30,2023-10-10 23:00:00,2023-10-11 23:00:00,1.00,14.21,0.0584,14.21," 6"" Modern Metal Platform Bed with Wood Slat Support - Mattress Foundation - No Box Spring Needed, Twin",客服2 ,,2023-10-11 08:51:51,,,
KD23102378286,NJ9,Tanya Baynham,14PBSN08-T X 1; 12.500KGS 0.038874CBM,2023-10-10 22:24:28,2023-10-10 23:00:00,2023-10-11 23:00:00,1.00,12.50,0.0389,12.50," 14 inch Deluxe Metal Slat Bed Frame,Twin",客服2 ,,2023-10-11 08:50:09,,,
KD23102378285,NJ9,Ryan Lauritzen,06PBESBF-T X 3; 42.630KGS 0.175275CBM,2023-10-10 22:24:26,2023-10-10 23:00:00,,3.00,42.63,0.1753,42.63," 6"" Modern Metal Platform Bed with Wood Slat Support - Mattress Foundation - No Box Spring Needed, Twin",客服2 ,,2023-10-11 08:51:51,,,
KD23102378284,NJ9,Jason Morin,18PBSN06-Q X 1; 21.000KGS 0.065000CBM,2023-10-10 22:24:24,2023-10-10 23:00:00,2023-10-12 23:00:00,1.00,21.00,0.065,21.00, 18 inch Metal Slat Bed Frame-Queen,客服2 ,,2023-10-11 08:50:51,,,
KD23102378283,NJ9,Crystal Dadd,06PBESBF-F X 1; 17.760KGS 0.063427CBM,2023-10-10 22:24:23,2023-10-10 23:00:00,2023-10-12 23:00:00,1.00,17.76,0.0634,17.76," 6"" Modern Metal Platform Bed with Wood Slat Support - Mattress Foundation - No Box Spring Needed, Full",客服2 ,,2023-10-11 08:52:51,,,
KD23102378282,NJ9,JOE CORDOVA,06PBESBF-F X 1; 17.760KGS 0.063427CBM,2023-10-10 22:24:21,2023-10-10 23:00:00,2023-10-17 23:00:00,1.00,17.76,0.0634,17.76," 6"" Modern Metal Platform Bed with Wood Slat Support - Mattress Foundation - No Box Spring Needed, Full",客服2 ,,2023-10-11 08:52:51,,,
KD23102378281,,Ann,SP-12-12 X 1; 2.5KGS 0.0101CBM,2023-10-10 22:23:07,2023-10-10 23:00:00,2023-10-17 23:00:00,1.00,2.50,0.0101,2.50,,客服2 ,,2023-10-10 22:24:55,,,
KD23102378280,WNT485,XXXXX,2231FFM2301US X 1; 5.100KGS 0.084000CBM,2023-10-10 22:16:06,2023-10-10 23:00:00,2023-10-11 23:00:00,1.00,5.10,0.084,14.00, 脚垫,客服2 ,,2023-10-11 14:14:48,,USD45.00,
